has_adhd,has_dyslexia,has_autism,has_anxiety,attention_span,sleep_hours,daily_study_hrs,learning_style,peak_focus_time,study_env,user_category,struggle,current_level,prior_attempt,content_type,memory_load,difficulty,has_deadline,days_to_exam,pomodoro_short,pomodoro_standard,feynman,spaced_repetition,active_recall,mind_mapping,past_papers,time_blocking,interleaving,elaborative_interrogation,audio_notes,colour_coding,chunking,worked_examples,dual_coding,shadowing,comprehensible_input,spaced_rep_vocab,output_practice,grammar_in_context,immersion_sessions,timed_practice,topic_prioritisation,exam_technique,revision_sprints,consistency_system
0,0,0,0,20_45,7.8,1.9,auditory,late_night,library,self_study,staying_focused,not_applicable,not_applicable,practical,medium,5,1,90,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20_45,5.2,4.4,kinesthetic,evening,library,self_study,remembering,not_applicable,not_applicable,mixed,high,1,1,60,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,20_45,6.3,7.8,visual,late_night,noisy_home,uni_student,remembering,not_applicable,not_applicable,calculation,medium,4,1,90,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,under_10,5.2,3.2,auditory,evening,noisy_home,cert_candidate,running_out_of_time,not_applicable,first_time,mixed,high,1,1,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
0,0,0,1,45_plus,5.6,7.8,visual,afternoon,noisy_home,cert_candidate,all_of_the_above,not_applicable,recertifying,mixed,high,5,1,90,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,45_plus,8.2,5.1,visual,late_night,cafe,uni_student,remembering,not_applicable,not_applicable,calculation,high,1,1,90,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,20_45,5.9,5.8,read_write,evening,library,uni_student,understanding,not_applicable,not_applicable,calculation,medium,3,1,60,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,45_plus,7.8,5.6,kinesthetic,late_night,varies,language_learner,cant_produce,conversational,not_applicable,practical,medium,3,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
0,1,0,0,45_plus,8.1,1.3,visual,morning,library,uni_student,motivation,not_applicable,not_applicable,calculation,high,3,1,90,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,under_10,6.2,4.3,auditory,late_night,cafe,uni_student,remembering,not_applicable,not_applicable,theory,medium,3,1,14,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,under_10,6.9,7.9,read_write,evening,library,uni_student,motivation,not_applicable,not_applicable,mixed,low,4,1,90,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,10_20,7.3,6.3,kinesthetic,afternoon,noisy_home,cert_candidate,staying_consistent,not_applicable,retaking,practical,high,4,0,999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,45_plus,4.2,5.0,read_write,late_night,quiet_home,cert_candidate,all_of_the_above,not_applicable,first_time,mixed,medium,3,1,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,45_plus,4.5,1.1,auditory,late_night,noisy_home,uni_student,understanding,not_applicable,not_applicable,theory,low,3,1,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,45_plus,6.7,3.1,read_write,afternoon,noisy_home,uni_student,understanding,not_applicable,not_applicable,practical,low,1,1,180,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,45_plus,5.5,0.6,kinesthetic,late_night,quiet_home,uni_student,understanding,not_applicable,not_applicable,mixed,medium,5,1,30,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,10_20,4.4,2.3,auditory,afternoon,library,uni_student,dont_know_how_to_study,not_applicable,not_applicable,mixed,low,2,0,999,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,45_plus,6.1,6.7,visual,late_night,cafe,uni_student,managing_time,not_applicable,not_applicable,theory,high,1,1,14,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,under_10,5.2,0.9,read_write,late_night,cafe,uni_student,managing_time,not_applicable,not_applicable,calculation,medium,3,0,999,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,10_20,7.8,2.6,visual,evening,library,cert_candidate,covering_all_content,not_applicable,recertifying,mixed,medium,4,1,180,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,under_10,4.5,2.3,kinesthetic,late_night,library,uni_student,dont_know_how_to_study,not_applicable,not_applicable,calculation,low,2,1,90,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,8.8,3.4,kinesthetic,late_night,cafe,cert_candidate,staying_consistent,not_applicable,retaking,practical,high,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,20_45,7.1,3.5,visual,morning,varies,uni_student,staying_focused,not_applicable,not_applicable,mixed,high,5,1,7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,20_45,4.3,4.1,read_write,afternoon,library,cert_candidate,covering_all_content,not_applicable,first_time,mixed,high,1,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,1,45_plus,6.5,2.5,read_write,afternoon,varies,uni_student,remembering,not_applicable,not_applicable,theory,medium,4,1,90,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,5.5,7.9,auditory,afternoon,noisy_home,self_study,dont_know_how_to_study,not_applicable,not_applicable,theory,high,1,0,999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,under_10,5.5,3.1,auditory,morning,varies,uni_student,dont_know_how_to_study,not_applicable,not_applicable,practical,high,5,0,999,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,9.0,3.5,read_write,late_night,quiet_home,uni_student,motivation,not_applicable,not_applicable,mixed,low,2,1,60,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,20_45,7.8,4.5,read_write,evening,varies,uni_student,staying_focused,not_applicable,not_applicable,theory,high,4,1,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,45_plus,5.5,2.5,visual,evening,quiet_home,self_study,dont_know_how_to_study,not_applicable,not_applicable,mixed,low,5,1,90,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,6.3,3.0,visual,afternoon,cafe,cert_candidate,staying_consistent,not_applicable,first_time,mixed,high,1,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
0,1,0,1,10_20,6.7,2.5,auditory,afternoon,quiet_home,self_study,managing_time,not_applicable,not_applicable,theory,high,5,1,90,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20_45,5.2,6.5,kinesthetic,morning,noisy_home,uni_student,dont_know_how_to_study,not_applicable,not_applicable,theory,low,2,0,999,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,5.4,0.6,kinesthetic,evening,library,uni_student,managing_time,not_applicable,not_applicable,practical,low,1,0,999,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,20_45,7.5,5.9,kinesthetic,late_night,noisy_home,cert_candidate,running_out_of_time,not_applicable,first_time,practical,high,4,1,180,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,20_45,4.9,0.8,auditory,late_night,varies,self_study,remembering,not_applicable,not_applicable,practical,medium,5,1,14,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,45_plus,8.9,0.9,visual,evening,cafe,language_learner,grammar_confusion,near_fluent,not_applicable,mixed,medium,4,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
1,0,0,0,under_10,8.0,4.3,visual,morning,cafe,cert_candidate,staying_consistent,not_applicable,first_time,theory,medium,2,1,60,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,10_20,5.5,4.1,read_write,morning,varies,uni_student,dont_know_how_to_study,not_applicable,not_applicable,calculation,high,4,1,90,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,10_20,7.3,7.2,auditory,late_night,noisy_home,uni_student,staying_focused,not_applicable,not_applicable,practical,low,1,1,30,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,45_plus,5.6,3.5,visual,afternoon,library,uni_student,dont_know_how_to_study,not_applicable,not_applicable,theory,high,1,1,180,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,20_45,7.6,6.0,visual,afternoon,cafe,language_learner,no_practice_time,advanced,not_applicable,mixed,high,3,1,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,1,0,0,under_10,4.5,2.4,visual,morning,quiet_home,uni_student,staying_focused,not_applicable,not_applicable,mixed,low,4,1,30,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,5.7,1.3,read_write,late_night,library,self_study,motivation,not_applicable,not_applicable,mixed,low,3,1,90,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,45_plus,8.4,2.2,kinesthetic,afternoon,cafe,uni_student,motivation,not_applicable,not_applicable,theory,medium,2,1,90,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,4.1,5.6,auditory,afternoon,library,uni_student,managing_time,not_applicable,not_applicable,theory,low,1,1,90,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20_45,4.7,6.3,auditory,afternoon,noisy_home,uni_student,dont_know_how_to_study,not_applicable,not_applicable,practical,medium,4,1,30,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,under_10,8.6,1.8,read_write,evening,varies,self_study,remembering,not_applicable,not_applicable,theory,high,2,1,60,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,10_20,4.9,2.9,auditory,morning,library,language_learner,vocab_doesnt_stick,conversational,not_applicable,practical,high,2,1,60,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,20_45,5.8,2.2,auditory,morning,quiet_home,cert_candidate,running_out_of_time,not_applicable,recertifying,theory,high,4,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,under_10,8.3,0.7,auditory,evening,varies,uni_student,staying_focused,not_applicable,not_applicable,calculation,low,2,0,999,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,10_20,7.7,7.4,visual,afternoon,varies,self_study,dont_know_how_to_study,not_applicable,not_applicable,theory,medium,1,1,60,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,4.5,1.0,auditory,morning,noisy_home,self_study,managing_time,not_applicable,not_applicable,practical,medium,1,1,180,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,45_plus,4.5,4.1,read_write,morning,noisy_home,language_learner,no_practice_time,conversational,not_applicable,practical,medium,5,1,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,under_10,5.6,5.5,read_write,evening,quiet_home,uni_student,remembering,not_applicable,not_applicable,theory,low,4,1,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,45_plus,6.4,1.5,kinesthetic,evening,noisy_home,uni_student,understanding,not_applicable,not_applicable,mixed,low,5,0,999,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,10_20,8.0,6.6,kinesthetic,evening,cafe,self_study,dont_know_how_to_study,not_applicable,not_applicable,mixed,medium,5,1,180,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,20_45,4.3,1.7,read_write,late_night,varies,cert_candidate,exam_technique,not_applicable,first_time,mixed,high,1,1,60,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,0,10_20,8.4,3.3,visual,morning,cafe,language_learner,vocab_doesnt_stick,near_fluent,not_applicable,theory,high,3,1,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,20_45,5.0,6.0,kinesthetic,morning,noisy_home,cert_candidate,running_out_of_time,not_applicable,first_time,practical,high,1,1,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,1,0,0,under_10,4.9,7.2,auditory,afternoon,varies,uni_student,dont_know_how_to_study,not_applicable,not_applicable,practical,low,5,1,90,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,20_45,6.3,0.7,kinesthetic,afternoon,noisy_home,self_study,remembering,not_applicable,not_applicable,theory,medium,5,1,90,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,20_45,8.4,4.2,read_write,afternoon,varies,uni_student,understanding,not_applicable,not_applicable,theory,high,3,1,30,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,10_20,7.4,7.4,read_write,afternoon,quiet_home,uni_student,dont_know_how_to_study,not_applicable,not_applicable,practical,low,4,1,14,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0,20_45,8.0,3.5,kinesthetic,evening,quiet_home,uni_student,managing_time,not_applicable,not_applicable,theory,high,3,1,60,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,7.5,7.2,read_write,late_night,library,uni_student,dont_know_how_to_study,not_applicable,not_applicable,calculation,low,5,1,30,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,45_plus,6.6,1.1,visual,evening,noisy_home,uni_student,remembering,not_applicable,not_applicable,theory,high,3,1,60,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,10_20,6.2,6.5,read_write,evening,varies,uni_student,dont_know_how_to_study,not_applicable,not_applicable,practical,low,1,1,180,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,45_plus,7.2,1.7,auditory,morning,noisy_home,language_learner,no_practice_time,basic,not_applicable,mixed,medium,1,1,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,under_10,5.4,3.9,kinesthetic,morning,library,uni_student,managing_time,not_applicable,not_applicable,mixed,low,4,1,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,under_10,8.2,2.5,visual,morning,cafe,uni_student,understanding,not_applicable,not_applicable,mixed,high,3,1,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,20_45,7.3,2.3,read_write,evening,noisy_home,uni_student,understanding,not_applicable,not_applicable,practical,low,2,1,30,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,20_45,7.8,4.4,kinesthetic,late_night,noisy_home,cert_candidate,all_of_the_above,not_applicable,first_time,mixed,high,4,0,999,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,20_45,6.7,5.4,auditory,afternoon,library,self_study,staying_focused,not_applicable,not_applicable,mixed,high,2,1,7,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,20_45,8.5,4.6,visual,afternoon,cafe,uni_student,staying_focused,not_applicable,not_applicable,practical,high,2,1,60,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,under_10,4.4,5.7,read_write,afternoon,library,language_learner,cant_produce,basic,not_applicable,practical,high,2,1,90,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,20_45,5.3,2.5,kinesthetic,evening,quiet_home,self_study,dont_know_how_to_study,not_applicable,not_applicable,practical,medium,1,1,60,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,10_20,8.4,7.2,visual,late_night,quiet_home,uni_student,understanding,not_applicable,not_applicable,mixed,low,4,1,180,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,under_10,4.2,6.3,kinesthetic,evening,varies,self_study,motivation,not_applicable,not_applicable,mixed,medium,1,1,60,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,under_10,6.0,2.5,visual,evening,varies,self_study,dont_know_how_to_study,not_applicable,not_applicable,mixed,high,2,1,90,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,8.0,2.7,visual,afternoon,noisy_home,uni_student,understanding,not_applicable,not_applicable,theory,medium,1,1,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,10_20,5.9,0.8,auditory,morning,library,cert_candidate,staying_consistent,not_applicable,first_time,mixed,high,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
1,0,0,1,10_20,4.4,0.6,kinesthetic,evening,noisy_home,uni_student,motivation,not_applicable,not_applicable,practical,high,4,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,20_45,4.6,7.9,auditory,evening,varies,uni_student,managing_time,not_applicable,not_applicable,calculation,medium,4,1,14,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,10_20,6.9,4.1,visual,afternoon,library,self_study,motivation,not_applicable,not_applicable,mixed,low,3,1,14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,10_20,8.4,1.1,auditory,afternoon,quiet_home,uni_student,motivation,not_applicable,not_applicable,calculation,medium,2,1,90,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,45_plus,5.7,6.9,visual,afternoon,varies,uni_student,understanding,not_applicable,not_applicable,mixed,low,5,1,60,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20_45,4.3,6.5,kinesthetic,morning,quiet_home,self_study,managing_time,not_applicable,not_applicable,theory,medium,4,1,14,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,under_10,4.1,2.3,auditory,evening,varies,uni_student,remembering,not_applicable,not_applicable,mixed,high,2,1,180,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,7.1,2.7,kinesthetic,afternoon,library,cert_candidate,exam_technique,not_applicable,retaking,mixed,medium,5,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,20_45,8.8,6.1,kinesthetic,afternoon,noisy_home,self_study,staying_focused,not_applicable,not_applicable,practical,medium,4,1,14,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,20_45,4.8,6.1,visual,late_night,cafe,cert_candidate,all_of_the_above,not_applicable,recertifying,practical,high,4,1,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,20_45,8.1,3.9,read_write,late_night,cafe,uni_student,understanding,not_applicable,not_applicable,calculation,low,5,0,999,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,7.3,0.9,kinesthetic,morning,noisy_home,uni_student,dont_know_how_to_study,not_applicable,not_applicable,theory,medium,5,1,14,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,45_plus,5.7,4.1,kinesthetic,morning,noisy_home,cert_candidate,all_of_the_above,not_applicable,first_time,theory,high,5,1,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,1,0,45_plus,4.5,7.6,visual,evening,library,language_learner,cant_produce,beginner,not_applicable,practical,high,4,1,30,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,20_45,7.4,1.6,kinesthetic,late_night,varies,uni_student,managing_time,not_applicable,not_applicable,theory,low,2,1,180,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,under_10,8.8,5.7,visual,afternoon,varies,uni_student,understanding,not_applicable,not_applicable,practical,medium,2,1,30,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,10_20,5.3,6.1,visual,afternoon,cafe,uni_student,managing_time,not_applicable,not_applicable,calculation,high,2,1,90,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,4.0,5.2,read_write,afternoon,varies,uni_student,understanding,not_applicable,not_applicable,calculation,medium,5,1,60,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,under_10,6.1,2.4,kinesthetic,evening,varies,self_study,understanding,not_applicable,not_applicable,practical,high,1,1,90,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,8.4,2.7,read_write,afternoon,noisy_home,language_learner,grammar_confusion,near_fluent,not_applicable,practical,high,5,0,999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,10_20,6.3,6.1,visual,late_night,noisy_home,cert_candidate,staying_consistent,not_applicable,first_time,practical,medium,1,0,999,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,under_10,7.1,1.0,kinesthetic,morning,library,uni_student,remembering,not_applicable,not_applicable,theory,high,1,1,180,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20_45,6.5,7.6,kinesthetic,evening,varies,uni_student,motivation,not_applicable,not_applicable,theory,high,4,1,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1,0,0,0,under_10,6.7,1.4,auditory,late_night,noisy_home,uni_student,motivation,not_applicable,not_applicable,mixed,medium,3,1,14,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,20_45,6.5,2.5,visual,late_night,varies,language_learner,language_anxiety,beginner,not_applicable,mixed,high,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1,0,0,0,10_20,8.8,4.1,visual,evening,varies,uni_student,dont_know_how_to_study,not_applicable,not_applicable,practical,medium,5,1,90,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20_45,7.0,1.4,read_write,morning,noisy_home,self_study,dont_know_how_to_study,not_applicable,not_applicable,mixed,high,2,1,7,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,10_20,8.5,7.6,kinesthetic,evening,varies,cert_candidate,covering_all_content,not_applicable,recertifying,theory,medium,4,1,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,10_20,9.0,5.6,auditory,afternoon,cafe,uni_student,remembering,not_applicable,not_applicable,practical,high,5,1,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,45_plus,6.4,6.6,read_write,evening,noisy_home,self_study,remembering,not_applicable,not_applicable,mixed,high,4,1,90,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,4.4,1.1,visual,late_night,quiet_home,self_study,motivation,not_applicable,not_applicable,mixed,medium,1,1,180,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,45_plus,4.2,6.7,auditory,late_night,library,self_study,motivation,not_applicable,not_applicable,mixed,low,2,1,14,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
